UnixTime,Row,Segment,Timestamp,ET_GazeLeftx,ET_GazeLefty,ET_GazeRightx,ET_GazeRighty,ET_PupilLeft,ET_PupilRight,ET_TimeSignal,ET_DistanceLeft,ET_DistanceRight,ET_CameraLeftX,ET_CameraLeftY,ET_CameraRightX,ET_CameraRightY,ET_ValidityLeft,ET_ValidityRight
1676721769,9196,BlankScreen1,32:48.6,1158,507,1168,465,-1,-1,76602.412,657.430603,655.8372803,0.58319217,0.561377168,0.448736072,0.56193608,0,0
1676721769,9197,BlankScreen1,32:48.6,1182,503,1167,469,3.180618286,3.324310303,76610.732,657.8683472,655.6030273,0.583135366,0.561502337,0.448604912,0.562013865,0,0
1676721769,9198,BlankScreen1,32:48.6,1167,494,1178,449,-1,-1,76619.088,658.1984863,655.3097534,0.582996428,0.561554909,0.448523045,0.562095225,0,0
1676721769,9199,BlankScreen1,32:48.6,1198,448,1169,455,-1,-1,76627.536,658.5870361,655.0883179,0.583026707,0.561585307,0.448601276,0.562218308,0,0
1676721769,9200,BlankScreen1,32:48.6,1189,466,1168,452,3.239120483,3.339111328,76635.734,658.953125,654.9161377,0.582932889,0.561563432,0.448501527,0.562272489,0,0
1676721769,9201,BlankScreen1,32:48.6,1186,508,1174,455,-1,-1,76644.212,659.1824951,654.6871948,0.582812428,0.561577022,0.448431492,0.562298834,0,0
1676721769,9202,BlankScreen1,32:48.6,1184,504,1171,459,-1,-1,76652.574,659.4579468,654.5735474,0.582856238,0.56154561,0.448490977,0.562318444,0,0
1676721769,9203,BlankScreen1,32:48.7,1183,455,1165,466,3.138061523,3.325241089,76660.762,659.6832886,654.5123901,0.582749903,0.561488748,0.448369443,0.562289655,0,0
1676721769,9204,BlankScreen1,32:48.7,1183,455,1165,469,-1,-1,76669.137,659.7429199,654.3832397,0.582610309,0.561379611,0.44829762,0.562185407,0,0
1676721769,9205,BlankScreen1,32:48.7,1181,476,1165,478,-1,-1,76677.429,659.7918091,654.3376465,0.582669258,0.561308384,0.44837755,0.562094331,0,0
1676721769,9206,BlankScreen1,32:48.7,1175,485,1164,481,3.203826904,3.331802368,76685.709,659.8067627,654.317749,0.582525015,0.561132908,0.448244095,0.562008977,0,0
1676721769,9207,BlankScreen1,32:48.7,1174,475,1166,456,-1,-1,76694.091,659.7107544,654.2134399,0.582469702,0.561002135,0.448173285,0.561771929,0,0
1676721769,9208,BlankScreen1,32:48.7,1175,471,1164,457,-1,-1,76702.429,659.6542358,654.1702271,0.582521796,0.56086731,0.448200434,0.561664879,0,0
1676721769,9209,BlankScreen1,32:48.7,1186,457,1170,452,3.115447998,3.303512573,76710.816,659.6078491,654.1224976,0.582384348,0.560589969,0.448134512,0.561435044,0,0
1676721769,9210,BlankScreen1,32:48.7,1178,456,1157,479,-1,-1,76719.08,659.4702759,653.9820557,0.582283676,0.560367107,0.448057085,0.561212718,0,0
1676721769,9211,BlankScreen1,32:48.7,1188,482,1162,476,-1,-1,76727.525,659.3876343,653.9091187,0.582365155,0.560192585,0.448115855,0.560963511,0,0
1676721769,9212,BlankScreen1,32:48.7,1167,483,1153,493,3.137527466,3.29536438,76735.744,659.3118896,653.8496094,0.582265973,0.559904993,0.448012114,0.560753763,0,0
1676721769,9213,BlankScreen1,32:48.7,1167,483,1167,467,-1,-1,76744.261,659.1375122,653.7154541,0.582141101,0.559706867,0.447942734,0.560391068,0,0
1676721769,9214,BlankScreen1,32:48.7,1192,481,1192,460,-1,-1,76752.39,659.0184937,653.6403809,0.582014203,0.559433103,0.447815627,0.560168505,0,0
1676721769,9215,BlankScreen1,32:48.8,1238,488,1237,466,3.18057251,3.27784729,76760.89,658.9057007,653.5858154,0.581694245,0.559140801,0.447568834,0.559874475,0,0
1676721769,9216,BlankScreen1,32:48.8,1280,486,1307,441,-1,-1,76769.359,658.7227173,653.4691772,0.581552029,0.558847845,0.447441578,0.559527695,0,0
1676721769,9217,BlankScreen1,32:48.8,1310,476,1307,441,-1,-1,76777.385,658.6325684,653.4498291,0.581621349,0.558607638,0.447470456,0.559195817,0,0
1676721769,9218,BlankScreen1,32:48.8,1316,450,1312,471,3.112503052,3.335357666,76785.747,658.590271,653.4662476,0.581540465,0.558267295,0.447371542,0.558877945,0,0
1676721769,9219,BlankScreen1,32:48.8,1322,452,1315,481,-1,-1,76794.046,658.4668579,653.4234009,0.581453323,0.557985365,0.447277099,0.558538258,0,0
1676721769,9220,BlankScreen1,32:48.8,1332,446,1309,471,-1,-1,76802.452,658.4100952,653.4795532,0.58150357,0.557740927,0.447309434,0.55824399,0,0
1676721769,9221,BlankScreen1,32:48.8,1332,455,1346,456,3.15612793,3.283340454,76810.767,658.3491211,653.5582275,0.581400096,0.55741483,0.447183162,0.557922363,0,0
1676721769,9222,BlankScreen1,32:48.8,1328,455,1352,462,-1,-1,76819.046,658.21875,653.5560913,0.58130753,0.557155192,0.447101533,0.557614744,0,0
